,name,desc,date
738,Multisensor Diagnostics/Aidar Health,"Founder/CEO: Sathya Elumalai, Carey '16, JSPH '12 https://www.linkedin.com/in/sathyaelumalai/
https://hq.startuphealth.com/members/918318

Previously raised a seed round (date unknown) https://www.crunchbase.com/organization/multisensor-diagnostics#section-overview
https://hq.startuphealth.com/posts/multisensor-diagnostics-company-profile

Main product is MouthLab, a rapid medical assessment device that non-invasively measures respiratory-rate and pattern, pulse-rate, ECG, SpO2, temperature, blood pressure and spirometric lung functions in 30 seconds, and can be used at home. This product is to be used in conjunction with the company's AI-powered triage service to better assist payers and providers in treating and caring for high-cost, high-acuity chronic disease patients with multiple co-morbidities.",2021-11-10T21:52:34.493Z
739,C.O.D.E.,"CEO/Chairman/Founder: Michael K. Bledsoe (KSAS '17 - Cog Sci, E&M)
https://www.linkedin.com/in/michaelkbledsoe/
themkbledsoe@gmail.com

C.O.D.E. is a life assessment technology platform developed in conjunction with neuroscience and psychology researchers from JHU and Harvard. It tests your personality for unique metrics like ""wisdom"" and ""dark wisdom.""

No live site yet, but founder said one should be out soon.

related link previewing the algorithm the founder created: https://docs.google.com/forms/d/e/1FAIpQLSc0BSDdSpREdJ24CHivXVYt-_dymDdAA0vHfTcr1R8Yv0m50Q/viewform",2021-11-10T21:52:34.492Z
740,Cally.ai,,2021-11-10T21:52:34.486Z
741,ISM,"Luxury Backpack and work supplies brand. The brand vision is to create not only luxury products but also items that are carefully designed for their customer base(seems to be the working millennial). The company takes a direct to consumer approach. Bags are in the 200 dollar range. 

Founder has an interesting background. He has worked in finance, design and tech. Past experiences includes founding a tech company (homies.io), which he left in 2017.  

No current published information about funding. 

The company started in 2017. 
Founder and Hop Connect: Justin Kwong > got his BA at Hopkins in History and design. Activities Listed: Varsity Men's Swimming Team, Foundations Historical Journal, Blue Key Society, Phi Kappa Psi Fraternity",2021-11-10T21:52:34.486Z
742,SoKat.co,"Hop Connect: Jim Kyung-Soo Liew, an assistant professor at Carey teaching classes on Blockchain, Machine Learning and their role in entrepreneurship. 

The company essentially creates AI and blockchain products for large scale institutions for government agencies, investors and startups as well.  They were founded in 2014 and not much has been published about their fundraising",2021-11-10T21:52:34.485Z
743,Ithemba,"https://hub.jhu.edu/2019/04/24/lemelson-mit-award-team-ithemba-cure-it/

No website as of yet, but the link above contains a brief overview of the product (founded by a design team). Unsure about VC-backing, but would be good to follow up and start a dialogue with the team in case we can be of use in the future.",2021-11-10T21:52:34.484Z
744,Macromoltek,"Computational drug discovery for pharma companies, focusing on efficiently discovering antibodies for therapeutics and diagnostics.
https://www.macromoltek.com

$120k from Y-Combinator in early 2018, $2.6m seed round last April
https://www.crunchbase.com/organization/macromoltek-inc#section-funding-rounds

Monica Berrondo - CEO: Graduated in 2010 with Ph.D.
https://www.linkedin.com/in/monicaberrondo/",2021-11-10T21:52:34.479Z
745,Arbit,"https://www.crunchbase.com/organization/arbit-inc#section-overview

",2021-11-10T21:52:34.479Z
746,Cary Rx,"https://caryrx.com/

Cary Rx is a vertically integrated pharmacy startup that offers free, same- day prescription delivery to customers in the DMV area. The company uses a mobile app that can be personalized to the customer and includes restocking features and the option to include multiple delivery addresses.

Raised a seed round in Jan 2016. 
https://www.crunchbase.com/organization/cary-rx-inc#section-funding-rounds

Hopkins connect is Kaveh Abtahi (CTO), M.S. WSE CS
https://www.linkedin.com/in/kabtahi/",2021-11-10T21:52:34.478Z
747,Wellzesta,"Wellzesta is a SaaS company developing cloud computing software and marketing it to senior living communities. The software aims to increase resident wellness and engagement within such communities. 

Founder is Dr. John Robinson, BA in Biophysics in 1992 from Hopkins. Went to get his MD at University of Alabama. 

Founded in 2014, Wellzesta has Raised 2 seed rounds, one in September 2017 and one in September 2018, raising $400k and $480k, respectively. 

Intro call overview and call notes: https://docs.google.com/document/d/1B8TVxkj17IE-9QwJfx0-hD9NE51f2-pCfaCguEBwNY0/edit",2021-11-10T21:52:34.476Z
748,GOLDN,"On demand health resource for dogs -- wellness platform for dog owners to better bond with and train their dogs
https://www.goldn.com/

https://www.crunchbase.com/organization/goldn#section-overview

Hopkins connect: Co-Founder Jennifer F. (SAIS '12) https://www.linkedin.com/in/jennifer-f-82a10713/",2021-11-10T21:52:34.472Z
749,SentiAR,"SentiAR changes interventional procedures with AR. Was spun out of WashU. The patients anatomy and the location of the surgery ""floats"" over the patient during the procedure.

Funding: Raised a total of $3.3M with $1.1 seed and $2.2 in grant funding: 
https://www.crunchbase.com/organization/sentiar-inc#section-investors

Founder: Jon Silva BME BS 2000.  He is now an Associate professor at WashU
https://www.linkedin.com/in/jon-silva/",2021-11-10T21:52:34.472Z
750,StorageOS,"StorageOS is a software-based distributed storage platform designed to provider persistent container storage. Originally founded in 2016, the company provides a software storage platform for developers.

They had two seed rounds - one in 2016 for an undisclosed amount and one in 2017 raising $2 million. Most recently, they raised an $8 million series in in May of 2018, led by Bain Capital, who also led their seed round.

Founder and CEO is Chris Brandon, graduated from Hopkins undergrad in 1998 with BS in Electrical and Computer Engineering. Previous experience with several software companies, including VP of Solutions Engineering at Oracle.

storageos.com ",2021-11-10T21:52:34.471Z
751,Diality,"https://www.diality.com/

connect: https://www.linkedin.com/in/osman-khawar-73b687b2/",2021-11-10T21:52:34.469Z
752,Halceon,"""Halceon is a mobile-based community map that aims to prevent patients with chronic diseases (asthma, diabetes, anaphylactic allergies, etc) from ED visits and hospitalizations by connecting them to institutions where they can access rescue medications during medical emergencies.""

Seth Martin of Corrie Health put us in touch with the med students leading the team.

Jane Wang: https://www.linkedin.com/in/jane-wang-39ab9a65/
Daniel Weng: https://www.linkedin.com/in/danweng/",2021-11-10T21:52:34.462Z
753,MindX,"https://www.mind-x.io/

combining neurotechnology, augmented reality and artificial intelligence to create a ""look-and-think” interface for next-generation spatial computing applications.

ceo (https://www.linkedin.com/in/julbrown/) used to work at Jhmi. r vogelstein is chairman of the board who did PhD at jhu

funded by camden partners",2021-11-10T21:52:34.462Z
754,WorkPatterns.ai,"Adam Berke co-founder and CEO https://www.linkedin.com/in/adamberke/ Group of experienced business operators, PhD computer scientists and mathematicians who want to help organizations run more effectively, transparently, and happily by providing data driven insights into how people communicate and collaborate
Created in Dec 2018",2021-11-10T21:52:34.461Z
755,Doctorpedia,"Doctorpedia is a health media network of condition specific medical websites delivering credible and engaging video and written content powered by real doctors.

Director reached out to me via Linkedin.

Hopkins connect is Dr. Kyle Bickel who is the founding medical partner and did work at the med school in the 90s.
https://www.linkedin.com/in/kyle-d-bickel-md-741096139/

http://doctorpedia.com/

Raising seed round right now",2021-11-10T21:52:34.459Z
756,Examine.com,"Kamal Patek, Cofounder
kamal@examine.com

What does this company do?
Internet’s largest database for wellness and nutrition information. Provides subscription-based access to supplement research, advanced nutrition information, and other personal health-related topics.

Why might it be interesting for ALC?
Health and nutrition industry rapidly growing at CAGR of 12.3% from 2019-2025
800k visits in Jan 2020, 
",2021-11-10T21:52:34.454Z
757,Pingthings,Just checked-in on their series A,2021-11-10T21:52:34.454Z
758,FactoryFour,"Helps manage manufacturing
CEO (Param Shah) + 12 others went to JHU",2021-11-10T21:52:34.453Z
759,PediaMetrix,"Website: www.pediametrix.com

PediaMetrix is developing a mobile app technology (""IP Filed"" - quote application) called SoftSpot that will allow parents to diagnose their infant with Flat Head Syndrome (FHS). Founder mentions the app will be preventive, unclear how that's the case.  ",2021-11-10T21:52:34.451Z
760,La Femme Verte,"LFV is a Brooklyn-based female co-working space company for women in the cannabis industry. 
Hopkins connect is founder Dana Gordon- KSAS '14, SAIS '18",2021-11-10T21:52:34.446Z
761,EyesOn.ai,"EyesOn.ai delivers relevant news to first responder agencies. Artificial intelligence filters internet content by relevancy. Visual search enables custom news feeds by topic and geography.

Accepted into Y Combinator's Start Up School 2018

Website: https://eyeson.ai/#

Chris Eveland (co-founder) got his BS from JHU",2021-11-10T21:52:34.446Z
762,LINKCHAIN,"LINKCHAIN is a blockchain-based supply chain management company. We reduce the risk of sourcing goods and services on major Social Networking sites such as LinkedIn by connecting Buyers with verified Suppliers through our proprietary sourcing methods called AutoMatch™ and CercaMatch™.

Website: https://linkchain.supply

CSO got his BA at JHU.",2021-11-10T21:52:34.444Z
763,Aurora Solar,"Hopkins Connect is Chief of Staff: https://www.linkedin.com/in/sunny24/

https://www.aurorasolar.com/

Solar Design and Proposal Software. Intended to make the process of selling solar panels as easy as possible.",2021-11-10T21:52:34.444Z
764,Blackwell Surgical Company,"Sophmore at JHU has already sold a patent for an undisclosed amount.  Past funding has come in the form of grants, but Sid wants to raise in standard ways. ",2021-11-10T21:52:34.439Z
765,Hydroslife,"With a commitment to sustainability and the most intuitive approach to hydration for today’s modern lifestyle, Hydros has established itself as a leading water filtration company providing expert filtration across various consumer products.

https://hydroslife.com/

https://www.linkedin.com/in/winston-ibrahim-33b74b2b/",2021-11-10T21:52:34.439Z
766,Bagel Labs,"Notes from Applicant

Bagel Labs 
Website https://www.bagel-labs.com/
Hopkins Connect: Soohong Park Ph.D.
https://www.linkedin.com/in/soohong/
What does the company do?
Bagel labs produces the PIE smart tape measure. The tape measure delivers accurate measurements, and stores these measurements in an app as they are taken.  The product is designed for commercial use by tailors and for basic home use for measuring and sizing.
Why may it be interesting for ALC?
Bagel Labs has primarily secured funding through crowdsourcing efforts on Kickstarter and Indiegogo, and could benefit from the input of fresh capital as well as the mentorship and connections available through A-Level.  The product is widely available through outlets such as Amazon",2021-11-10T21:52:34.437Z
767,Trellor.io,"Notes from 2020 applicant:

https://tellor.io/

Hopkins Connect: Brenda Loya, MA Applied Economics ‘11
https://www.linkedin.com/in/brendaloya/

What does this company do?
Provides decentralized database of information not within the Ethereum blockchain - known as the Oracle Problem
Why might it be interesting for ALC?
Oracle Problem is a well-known problem for blockchain - essentially, ‘How can everybody agree on a truth in the real world.” This is considered a very large problem in blockchain development - for example, a decentralized insurance policy can be this smart contract: “if the temperature goes above 100 degrees for 24 hours, a farmer will be reimbursed.” How do we agree what the temperature is, and where the thermometer goes - is it in the shade? Is it 99.5 degrees, or 100 degrees? Tellor aims to address this problem. It has applications in economics/finance (how do we agree on the price of something?), and many other industries.
Very reputable investors - Binance, MakerDAO, Consensys
$400K total funding, approachable for ALC. (Looks like there is no relevant Crunchbase page yet)",2021-11-10T21:52:34.436Z
